systematic_id	chromosome	primary_name	feature_type	category	merged_into	earliest_change	latest_change	latest_coords	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.4145	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4783127..4783892)		PMID:29914874		
SPNCRNA.4146	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4784787..4785236		PMID:29914874		
SPNCRNA.4147	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4785599..4785946		PMID:29914874		
SPNCRNA.4148	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4786371..4786626		PMID:29914874		
SPNCRNA.4149	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4786778..4788901		PMID:29914874		
SPNCRNA.415	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3154684..3155288				
SPNCRNA.4150	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4789059..4790733)		PMID:29914874		
SPNCRNA.4151	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4791120..4791506)		PMID:29914874		
SPNCRNA.4152	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4792264..4796838)		PMID:29914874		
SPNCRNA.4153	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4796354..4796561		PMID:29914874		
SPNCRNA.4154	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4797498..4798093		PMID:29914874		
SPNCRNA.4155	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4798408..4798674		PMID:29914874		
SPNCRNA.4156	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4799985..4800192)		PMID:29914874		
SPNCRNA.4157	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4802991..4803485)		PMID:29914874		
SPNCRNA.4158	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4803627..4804292)		PMID:29914874		
SPNCRNA.4159	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4804626..4806569		PMID:29914874		
SPNCRNA.4160	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4806670..4807236		PMID:29914874		
SPNCRNA.4161	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4811562..4811963)		PMID:29914874		
SPNCRNA.4162	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4812091..4813047)		PMID:29914874		
SPNCRNA.4163	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4817535..4818160		PMID:29914874		
SPNCRNA.4164	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4818911..4820422		PMID:29914874		
SPNCRNA.4165	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4824937..4825156		PMID:29914874		
SPNCRNA.4166	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4828592..4828998)		PMID:29914874		
SPNCRNA.4167	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4830568..4832421)		PMID:29914874		
SPNCRNA.4168	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4834972..4835698		PMID:29914874		
SPNCRNA.4169	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4836237..4837403)		PMID:29914874		
SPNCRNA.417	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3241812..3242520				
SPNCRNA.4170	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4838658..4838874		PMID:29914874		
SPNCRNA.4171	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4839063..4839328)		PMID:29914874		
SPNCRNA.4172	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4839446..4839719)		PMID:29914874		
SPNCRNA.4173	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4839908..4840306)		PMID:29914874		
SPNCRNA.4174	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4841983..4842769		PMID:29914874		
SPNCRNA.4175	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4847072..4847412		PMID:29914874		
SPNCRNA.4176	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4847730..4848104		PMID:29914874		
SPNCRNA.4177	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4850240..4850655		PMID:29914874		
SPNCRNA.4178	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4850811..4851277		PMID:29914874		
SPNCRNA.4179	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4851948..4852644		PMID:29914874		
SPNCRNA.418	II		misc_RNA	added_and_merged	SPBC25H2.18	2008-05-12	2011-03-24	3252028..3253686				PomBase curators
SPNCRNA.4180	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4852350..4852661)		PMID:29914874		
SPNCRNA.4181	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4852824..4853468)		PMID:29914874		
SPNCRNA.4182	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4855702..4856506)		PMID:29914874		
SPNCRNA.4183	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4856799..4857107		PMID:29914874		
SPNCRNA.4184	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4858948..4859356		PMID:29914874		
SPNCRNA.4185	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4860092..4860312)		PMID:29914874		
SPNCRNA.4186	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4863870..4864736		PMID:29914874		
SPNCRNA.4187	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4870193..4870726)		PMID:29914874		
SPNCRNA.4188	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4870830..4871311)		PMID:29914874		
SPNCRNA.4189	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4872555..4872874		PMID:29914874		
SPNCRNA.419	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1598	2008-05-12	2022-12-20	3408356..3410137				PomBase curators
SPNCRNA.4190	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4873155..4874770)		PMID:29914874		
SPNCRNA.4191	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4873287..4873629		PMID:29914874		
SPNCRNA.4192	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4879025..4880582		PMID:29914874		
SPNCRNA.4193	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4881011..4881519)		PMID:29914874		
SPNCRNA.4194	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4881914..4882733)		PMID:29914874		
SPNCRNA.4195	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4882876..4883179)		PMID:29914874		
SPNCRNA.4196	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4883339..4883803)		PMID:29914874		
SPNCRNA.4197	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4884068..4884380)		PMID:29914874		
SPNCRNA.4198	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4885132..4885445)		PMID:29914874		
SPNCRNA.4199	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4889138..4889373)		PMID:29914874		
SPNCRNA.42	II	prl42	lncRNA,misc_RNA,ncRNA	added_and_changed		2004-09-15	2023-01-16	1032324..1032771		PMID:12597277		
SPNCRNA.4200	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4892642..4892917		PMID:29914874		
SPNCRNA.4201	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4893173..4895279		PMID:29914874		
SPNCRNA.4202	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4895731..4895997		PMID:29914874		
SPNCRNA.4203	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4896573..4896870		PMID:29914874		
SPNCRNA.4204	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4898875..4899116)		PMID:29914874		
SPNCRNA.4205	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4899451..4903334)		PMID:29914874		
SPNCRNA.4206	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4904576..4904911		PMID:29914874		
SPNCRNA.4207	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4905471..4906613		PMID:29914874		
SPNCRNA.4208	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4907305..4909035)		PMID:29914874		
SPNCRNA.4209	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4910467..4910683		PMID:29914874		
SPNCRNA.421	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3512862..3513996				
SPNCRNA.4210	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4911428..4913807)		PMID:29914874		
SPNCRNA.4211	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4914504..4915108		PMID:29914874		
SPNCRNA.4212	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4916197..4916442)		PMID:29914874		
SPNCRNA.4213	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4919295..4919503)		PMID:29914874		
SPNCRNA.4214	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4919827..4920357		PMID:29914874		
SPNCRNA.4215	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4920755..4921041		PMID:29914874		
SPNCRNA.4216	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4921975..4922276		PMID:29914874		
SPNCRNA.4217	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4924124..4925754)		PMID:29914874		
SPNCRNA.4218	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4933837..4934303)		PMID:29914874		
SPNCRNA.4219	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4934406..4934873)		PMID:29914874		
SPNCRNA.422	II		misc_RNA	added_and_merged	SPBC1105.14	2008-05-12	2011-03-24	3530807..3530914				PomBase curators
SPNCRNA.4220	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4937722..4939013		PMID:29914874		
SPNCRNA.4221	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4942155..4942391)		PMID:29914874		
SPNCRNA.4222	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4942611..4942850)		PMID:29914874		
SPNCRNA.4223	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4942960..4943349)		PMID:29914874		
SPNCRNA.4224	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4945011..4945654		PMID:29914874		
SPNCRNA.4225	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4945779..4946025		PMID:29914874		
SPNCRNA.4226	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4947728..4948436		PMID:29914874		
SPNCRNA.4227	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4949286..4950917		PMID:29914874		
SPNCRNA.4228	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4951850..4952927)		PMID:29914874		
SPNCRNA.4229	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4955821..4956153		PMID:29914874		
SPNCRNA.423	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3555918..3556114		PMID:18488015,PMID:29914874		
SPNCRNA.4230	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4956274..4958732		PMID:29914874		
SPNCRNA.4231	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4959483..4961288		PMID:29914874		
SPNCRNA.4232	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4961042..4961259)		PMID:29914874		
SPNCRNA.4233	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4961480..4962878)		PMID:29914874		
SPNCRNA.4234	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4963745..4964038)		PMID:29914874		
SPNCRNA.4235	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4967292..4967789		PMID:29914874		
SPNCRNA.4236	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4968870..4970476)		PMID:29914874		
SPNCRNA.4237	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4972681..4973360		PMID:29914874		
SPNCRNA.4238	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4975763..4977881		PMID:29914874		
SPNCRNA.4239	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4981254..4982113		PMID:29914874		
SPNCRNA.424	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1619	2008-05-12	2022-12-20	3584415..3584941				PomBase curators
SPNCRNA.4240	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4982230..4984211		PMID:29914874		
SPNCRNA.4241	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4984530..4986469		PMID:29914874		
SPNCRNA.4242	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4990303..4990688		PMID:29914874		
SPNCRNA.4243	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4994166..4994704		PMID:29914874		
SPNCRNA.4244	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4997383..4997968)		PMID:29914874		
SPNCRNA.4245	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5001569..5002373		PMID:29914874		
SPNCRNA.4246	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5002788..5003064		PMID:29914874		
SPNCRNA.4247	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5003240..5004422		PMID:29914874		
SPNCRNA.4248	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5004780..5005910)		PMID:29914874		
SPNCRNA.4249	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5006491..5006796)		PMID:29914874		
SPNCRNA.425	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3605142..3606517				
SPNCRNA.4250	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5007151..5008425		PMID:29914874		
SPNCRNA.4251	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5008599..5009090		PMID:29914874		
SPNCRNA.4252	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5011681..5012325)		PMID:29914874		
SPNCRNA.4253	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5012681..5013517)		PMID:29914874		
SPNCRNA.4254	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5016559..5017817		PMID:29914874		
SPNCRNA.4255	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5019152..5020412)		PMID:29914874		
SPNCRNA.4256	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5020546..5020790)		PMID:29914874		
SPNCRNA.4257	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5021210..5021442)		PMID:29914874		
SPNCRNA.4258	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5024473..5025936)		PMID:29914874		
SPNCRNA.4259	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5027788..5028503		PMID:29914874		
SPNCRNA.426	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1624	2008-05-12	2022-12-20	3620593..3622000				PomBase curators
SPNCRNA.4260	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5030839..5033981)		PMID:29914874		
SPNCRNA.4261	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5035142..5035445		PMID:29914874		
SPNCRNA.4262	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5035660..5036783		PMID:29914874		
SPNCRNA.4263	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5038585..5039351		PMID:29914874		
SPNCRNA.4264	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5040615..5043388		PMID:29914874		
SPNCRNA.4265	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5044414..5044694		PMID:29914874		
SPNCRNA.4266	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5045794..5046311		PMID:29914874		
SPNCRNA.4267	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5047054..5047309		PMID:29914874		
SPNCRNA.4268	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5047478..5048640		PMID:29914874		
SPNCRNA.4269	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5049254..5049888		PMID:29914874		
SPNCRNA.427	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3670290..3670825				
SPNCRNA.4270	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5049993..5051254		PMID:29914874		
SPNCRNA.4271	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5051540..5051825		PMID:29914874		
SPNCRNA.4272	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5052024..5052251		PMID:29914874		
SPNCRNA.4273	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5052949..5053351		PMID:29914874		
SPNCRNA.4274	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5053773..5054219		PMID:29914874		
SPNCRNA.4275	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5054241..5054921		PMID:29914874		
SPNCRNA.4276	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5055120..5056109)		PMID:29914874		
SPNCRNA.4277	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5056239..5056464)		PMID:29914874		
SPNCRNA.4278	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5056532..5059075)		PMID:29914874		
SPNCRNA.4279	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5059492..5059813)		PMID:29914874		
SPNCRNA.428	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3702503..3703319		PMID:18488015,PMID:21511999,PMID:29914874		
SPNCRNA.4280	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5059959..5061639)		PMID:29914874		
SPNCRNA.4281	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5062114..5063084		PMID:29914874		
SPNCRNA.4282	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5064653..5065351)		PMID:29914874		
SPNCRNA.4283	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5065531..5065781)		PMID:29914874		
SPNCRNA.4284	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5065970..5066261)		PMID:29914874		
SPNCRNA.4285	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5067416..5067870)		PMID:29914874		
SPNCRNA.4286	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5068833..5069097)		PMID:29914874		
SPNCRNA.4287	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5069210..5070701)		PMID:29914874		
SPNCRNA.4288	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5073424..5074125		PMID:29914874		
SPNCRNA.4289	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5077771..5077978		PMID:29914874		
SPNCRNA.4290	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5081639..5081854)		PMID:29914874		
SPNCRNA.4291	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5083377..5083609)		PMID:29914874		
SPNCRNA.4292	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5084896..5085115)		PMID:29914874		
SPNCRNA.4293	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5086007..5086224)		PMID:29914874		
SPNCRNA.4294	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5086462..5086690)		PMID:29914874		
SPNCRNA.4295	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5087169..5089478)		PMID:29914874		
SPNCRNA.4296	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5087338..5087609		PMID:29914874		
SPNCRNA.4297	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5090711..5091009)		PMID:29914874		
SPNCRNA.4298	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5092205..5093462)		PMID:29914874		
SPNCRNA.4299	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5093565..5094461)		PMID:29914874		
SPNCRNA.43	I	prl43	lncRNA,misc_RNA,ncRNA	added_and_changed		2004-09-15	2023-01-16	complement(2432340..2432921)		PMID:12597277		
SPNCRNA.430	II		misc_RNA	added_and_merged	SPBC1604.25	2008-05-12	2008-07-16	3892174..3892932				PomBase curators
SPNCRNA.4300	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5094870..5095098		PMID:29914874		
SPNCRNA.4301	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5095539..5095793		PMID:29914874		
SPNCRNA.4302	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5096159..5096461)		PMID:29914874		
SPNCRNA.4303	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5096587..5096810)		PMID:29914874		
SPNCRNA.4304	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5097730..5098319		PMID:29914874		
SPNCRNA.4305	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5100315..5100565		PMID:29914874		
SPNCRNA.4306	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5105042..5105353		PMID:29914874		
SPNCRNA.4307	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5106449..5106757)		PMID:29914874		
SPNCRNA.4308	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5108482..5109143)		PMID:29914874		
SPNCRNA.4309	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5109406..5109950)		PMID:29914874		
SPNCRNA.431	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3956453..3957044				
SPNCRNA.4310	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5112235..5112802)		PMID:29914874		
SPNCRNA.4311	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5115056..5116867		PMID:29914874		
SPNCRNA.4312	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5118578..5118833		PMID:29914874		
SPNCRNA.4313	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5118959..5119475		PMID:29914874		
SPNCRNA.4314	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5122211..5122448)		PMID:29914874		
SPNCRNA.4315	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5127934..5128155		PMID:29914874		
SPNCRNA.4316	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5132260..5132516		PMID:29914874		
SPNCRNA.4317	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5132920..5133202		PMID:29914874		
SPNCRNA.4318	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5133166..5133442)		PMID:29914874		
SPNCRNA.4319	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5137504..5138275		PMID:29914874		
SPNCRNA.432	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	1237146..1238641		PMID:18488015,PMID:21511999,PMID:29914874		
SPNCRNA.4320	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	5138867..5139944		PMID:29914874		
SPNCRNA.4321	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5139026..5139630)		PMID:29914874		
SPNCRNA.4322	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(5149074..5150106)		PMID:29914874		
