chromosome	systematic_id	primary_name	feature_type	value	date	db_xref_removed	db_xref_added	pombase_reference_removed	pombase_reference_added	pombase_comments_removed	pombase_comments_added	genome_snapshot
II	SPBC29A10.06c		5'UTR	complement(2548576..2548692)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.06c		CDS	complement(join(2547516..2547812,2547869..2548072,2548180..2548566))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.07		3'UTR	2552448..2552490	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.07		5'UTR	2548681..2548694	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.07		5'UTR	2548690..2548694	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.08		5'UTR	2554009..2554046	2023-01-12	EMBL:SPD134						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.09c		5'UTR	complement(2556948..2557200)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.10c		3'UTR	complement(2557224..2557292)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.10c		5'UTR	complement(2563126..2563164)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC29A10.10c		5'UTR	complement(2563128..2563164)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.10c		5'UTR	complement(2563128..2563210)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.11c		3'UTR	complement(2563536..2563925)	2011-03-24	EMBL:DQ665300						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.11c		5'UTR	complement(join(2565183..2565268,2565567..2565603))	2011-03-24	EMBL:DQ665300						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.11c		5'UTR	complement(join(2565183..2565268,2565567..2565623))	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.12		3'UTR	2567166..2567172	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.12		5'UTR	2566213..2566433	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.12		5'UTR	2566409..2566433	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.13		3'UTR	2568229..2568270	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.13		5'UTR	2567522..2567700	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.14		5'UTR	2568893..2568937	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.15		5'UTR	2571077..2571161	2023-01-12	EMBL:SP40378						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.16c		5'UTR	complement(2575427..2575482)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC29A10.16c		5'UTR	complement(2575429..2575482)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.16c		5'UTR	complement(2575429..2576202)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.17		5'UTR	2573701..2573828	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.17		CDS	join(2573866..2573903,2573998..2574093,2574137..2574214,2574277..2574487)	2011-03-24				PMID:21270388			https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.17		CDS	join(2574032..2574093,2574137..2574214,2574277..2574487)	2011-02-04			PMID:21270388				https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20101209/
II	SPBC29A3.02c		3'UTR	complement(2040828..2040892)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.02c		5'UTR	complement(2042145..2042203)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC29A3.02c		5'UTR	complement(2042147..2042203)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.02c		5'UTR	complement(2042147..2042218)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.03c		5'UTR	complement(2043764..2044042)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.05		5'UTR	2046905..2047111	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.05		5'UTR	2046987..2047111	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.06		3'UTR	2050007..2050075	2011-03-24	EMBL:D89098						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.06		3'UTR	2050007..2050092	2011-12-14							https://curation.pombase.org/pombe-embl-repo/?p=184
II	SPBC29A3.06		5'UTR	2048170..2048227	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.06		5'UTR	2048191..2048335	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.06		CDS	2048336..2050006	2009-02-19							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20090114/
II	SPBC29A3.06		CDS	join(2048336..2049892,2049894..2049896)	2011-12-14					N terminal extended		https://curation.pombase.org/pombe-embl-repo/?p=184
II	SPBC29A3.07c		5'UTR	complement(2050696..2050956)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.07c		CDS	complement(join(2050069..2050183,2050304..2050358,2050452..2050695))	2007-12-19			PMID:18488015		Solexa intron data; final exon deleted, not supported by Solexa intron data; homology improved		https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071109/
II	SPBC29A3.08		3'UTR	2053633..2054028	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.08		3'UTR	2053633..2054098	2017-04-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3984
II	SPBC29A3.08		5'UTR	2052484..2053032	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.08		5'UTR	2052592..2053032	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.08	pof4	CDS	2053033..2053632	2009-08-19					frameshifted; truncated to 2048336..2049892, 2049894..2049896		https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20090730/
II	SPBC29A3.08	pof4	CDS	join(2053033..2053517,2053519..2053600)	2017-04-12			PMID:26615217; pers. comm. Li-Lin Du		Frameshifted by Chr_II:2053516!G→GC	frameshifted; truncated to 2048336..2049892, 2049894..2049896	https://curation.pombase.org/pombe-embl-repo/trunk/?p=3984
II	SPBC29A3.09c		3'UTR	complement(2054190..2054213)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.09c		5'UTR	complement(2056423..2056445)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC29A3.09c		5'UTR	complement(2056425..2056440)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.09c		5'UTR	complement(2056425..2056445)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.10c		3'UTR	complement(2056668..2057097)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.10c		5'UTR	complement(2057603..2057705)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.11c		5'UTR	complement(2059157..2059659)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.12		3'UTR	2060371..2060403	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.12		5'UTR	2059741..2059791	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.13		5'UTR	complement(2062183..2062413)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.14c		3'UTR	complement(2062447..2062642)	2011-05-09							https://curation.pombase.org/pombe-embl-repo/trunk/?p=20110508
II	SPBC29A3.14c		5'UTR	complement(2066111..2066165)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.15c		3'UTR	complement(2066294..2066507)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.15c		5'UTR	complement(2067939..2067957)	2023-01-12	EMBL:AU008049						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.16		5'UTR	2068069..2068392	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.16		5'UTR	2068155..2068392	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.17		3'UTR	2072020..2072283	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.17		5'UTR	2070147..2070385	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.17		5'UTR	2070199..2070385	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A3.18		5'UTR	2073253..2073322	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A3.18		5'UTR	2073274..2073322	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29B5.01		3'UTR	1549362..1549746	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29B5.01		5'UTR	1546226..1547660	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29B5.01		5'UTR	join(1546194..1546464,1547320..1547660)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29B5.02c		5'UTR	complement(1552792..1553467)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29B5.03c		5'UTR	complement(1558621..1558705)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29B5.04c		3'UTR	complement(1558939..1559304)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29B5.04c		5'UTR	complement(1561123..1561210)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.02		3'UTR	2949536..2950030	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.02		5'UTR	2948202..2948647	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.02		5'UTR	2948595..2948647	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.03		5'UTR	2951071..2951159	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.03		5'UTR	2951128..2951159	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.04c		3'UTR	complement(2952727..2952815)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.04c		5'UTR	complement(2955040..2955417)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC2A9.04c		5'UTR	complement(2955042..2955417)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.04c		5'UTR	complement(2955042..2955495)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.05c		3'UTR	complement(2955966..2956468)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.05c		5'UTR	complement(2957190..2957212)	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8403
II	SPBC2A9.05c	tvp23	CDS	complement(join(2956469..2956904,2956966..2957189))	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8403
II	SPBC2A9.06c		5'UTR	complement(2958429..2958552)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC2A9.06c		5'UTR	complement(2958431..2958552)	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.07c		5'UTR	complement(2960050..2960389)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.07c		CDS	complement(2959078..2959902)	2008-01-23			PMID:18488015	pers. comm. Cathrine Arnason Boe	Solexa transread data; added in-frame intron, improved homology	removed intron	https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071219/
II	SPBC2A9.07c		CDS	complement(2959078..2959902)	2011-03-24				pers. comm. Cathrine Arnason Boe		removed intron	https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.07c		CDS	complement(join(2959078..2959129,2959172..2959902))	2009-10-23			pers. comm. Cathrine Arnason Boe	PMID:18488015	removed intron	Solexa transread data; added in-frame intron, improved homology	https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20090904/
II	SPBC2A9.07c		intron	complement(2959025..2959171)	2009-10-23							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20090904/
II	SPBC2A9.08c		3'UTR	complement(2961579..2961667)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.08c		5'UTR	complement(2962531..2962677)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC2A9.08c		5'UTR	complement(2962533..2962677)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.08c		5'UTR	complement(2962653..2962782)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.08c	sec22	CDS	complement(join(2961668..2961972,2962036..2962199,2962265..2962409,2962517..2962532))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.09		3'UTR	2963676..2963783	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.09		5'UTR	2962815..2962866	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.09		5'UTR	2962841..2962866	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.10		3'UTR	2965076..2965374	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.10		5'UTR	2964018..2964226	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.10		5'UTR	2964108..2964226	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.11c		3'UTR	complement(2965150..2965216)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.11c		5'UTR	complement(2966521..2966585)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC2A9.11c		5'UTR	complement(2966523..2966585)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.11c		5'UTR	complement(2966523..2966645)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.12		5'UTR	2967218..2967354	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC2A9.12		5'UTR	2967302..2967354	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC2A9.13		3'UTR	complement(2960367..2960602)	2011-08-22							https://curation.pombase.org/pombe-embl-repo/?p=0
II	SPBC2A9.13		5'UTR	complement(2960911..2961154)	2011-08-22							https://curation.pombase.org/pombe-embl-repo/?p=0
II	SPBC2A9.13		intron	2960526..2960619	2017-05-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=4035
II	SPBC2A9.14		5'UTR	complement(2960911..2961154)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
